06-19 14:05:56.963  9586 10390 D PicasaSyncManager: sync complete: SyncResult: stats []
06-19 14:48:54.927 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 272K, 6% free 10370K/10951K, paused 19ms
06-19 14:48:54.981 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 346K, 6% free 10413K/11015K, paused 19ms
06-19 14:48:55.044 10287 10289 D dalvikvm: GC_CONCURRENT freed 378K, 6% free 10427K/11015K, paused 2ms+2ms
06-19 14:48:55.091 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 280K, 6% free 10436K/11015K, paused 22ms
06-19 14:48:55.134 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 273K, 6% free 10447K/11015K, paused 22ms
06-19 14:48:55.137 10287 10713 I dalvikvm-heap: Grow heap (frag case) to 10.431MB for 164572-byte allocation
06-19 14:48:55.161 10287 10713 D dalvikvm: GC_FOR_ALLOC freed <1K, 6% free 10607K/11207K, paused 22ms
06-19 14:48:55.196 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 271K, 7% free 10451K/11207K, paused 19ms
06-19 14:48:55.231 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 299K, 7% free 10449K/11207K, paused 19ms
06-19 14:48:55.262 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 285K, 7% free 10447K/11207K, paused 18ms
06-19 14:48:55.305 10287 10289 D dalvikvm: GC_CONCURRENT freed 270K, 6% free 10604K/11207K, paused 2ms+2ms
06-19 14:48:55.352 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 525K, 7% free 10430K/11207K, paused 19ms
06-19 14:48:55.407 10287 10289 D dalvikvm: GC_CONCURRENT freed 347K, 6% free 10544K/11207K, paused 2ms+2ms
06-19 14:48:55.473 10287 10289 D dalvikvm: GC_CONCURRENT freed 515K, 7% free 10429K/11207K, paused 1ms+2ms
06-19 14:48:55.536 10287 10289 D dalvikvm: GC_CONCURRENT freed 397K, 7% free 10532K/11207K, paused 2ms+2ms
06-19 14:48:55.591 10287 10289 D dalvikvm: GC_CONCURRENT freed 465K, 7% free 10508K/11207K, paused 1ms+2ms
06-19 14:48:55.669 10287 10289 D dalvikvm: GC_CONCURRENT freed 461K, 7% free 10532K/11207K, paused 1ms+3ms
06-19 14:48:55.731 10287 10289 D dalvikvm: GC_CONCURRENT freed 547K, 7% free 10424K/11207K, paused 2ms+2ms
06-19 14:48:55.798 10287 10289 D dalvikvm: GC_CONCURRENT freed 448K, 7% free 10466K/11207K, paused 1ms+2ms
06-19 14:48:55.837 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 511K, 7% free 10425K/11207K, paused 19ms
06-19 14:48:55.895 10287 10289 D dalvikvm: GC_CONCURRENT freed 385K, 6% free 10550K/11207K, paused 1ms+3ms
06-19 14:48:55.934 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 441K, 8% free 10418K/11207K, paused 19ms
06-19 14:48:55.981 10287 10289 D dalvikvm: GC_CONCURRENT freed 387K, 6% free 10539K/11207K, paused 2ms+2ms
06-19 14:48:56.024 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 513K, 8% free 10420K/11207K, paused 19ms
06-19 14:48:56.071 10287 10289 D dalvikvm: GC_CONCURRENT freed 106K, 5% free 10732K/11207K, paused 2ms+3ms
06-19 14:48:56.106 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 511K, 8% free 10449K/11335K, paused 19ms
06-19 14:48:56.153 10287 10289 D dalvikvm: GC_CONCURRENT freed 527K, 9% free 10421K/11335K, paused 2ms+2ms
06-19 14:48:56.204 10287 10289 D dalvikvm: GC_CONCURRENT freed 389K, 8% free 10507K/11335K, paused 2ms+2ms
06-19 14:48:56.259 10287 10289 D dalvikvm: GC_CONCURRENT freed 582K, 9% free 10415K/11335K, paused 2ms+2ms
06-19 14:48:56.313 10287 10289 D dalvikvm: GC_CONCURRENT freed 376K, 7% free 10548K/11335K, paused 1ms+2ms
06-19 14:48:56.376 10287 10289 D dalvikvm: GC_CONCURRENT freed 620K, 8% free 10439K/11335K, paused 1ms+2ms
06-19 14:48:56.442 10287 10289 D dalvikvm: GC_CONCURRENT freed 411K, 8% free 10534K/11335K, paused 1ms+2ms
06-19 14:48:56.501 10287 10289 D dalvikvm: GC_CONCURRENT freed 391K, 7% free 10595K/11335K, paused 1ms+3ms
06-19 14:48:56.532 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 427K, 9% free 10428K/11335K, paused 20ms
06-19 14:48:56.587 10287 10289 D dalvikvm: GC_CONCURRENT freed 489K, 8% free 10432K/11335K, paused 1ms+2ms
06-19 14:48:56.626 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 320K, 8% free 10451K/11335K, paused 19ms
06-19 14:48:56.673 10287 10289 D dalvikvm: GC_CONCURRENT freed 394K, 8% free 10539K/11335K, paused 2ms+3ms
06-19 14:48:56.731 10287 10289 D dalvikvm: GC_CONCURRENT freed 473K, 7% free 10565K/11335K, paused 2ms+2ms
06-19 14:48:56.790 10287 10289 D dalvikvm: GC_CONCURRENT freed 531K, 8% free 10538K/11335K, paused 2ms+2ms
06-19 14:48:56.852 10287 10289 D dalvikvm: GC_CONCURRENT freed 589K, 8% free 10456K/11335K, paused 2ms+2ms
06-19 14:48:56.907 10287 10289 D dalvikvm: GC_CONCURRENT freed 511K, 9% free 10410K/11335K, paused 1ms+2ms
06-19 14:48:56.962 10287 10289 D dalvikvm: GC_CONCURRENT freed 327K, 7% free 10595K/11335K, paused 2ms+2ms
06-19 14:48:57.032 10287 10289 D dalvikvm: GC_CONCURRENT freed 660K, 8% free 10453K/11335K, paused 1ms+2ms
06-19 14:48:57.071 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 330K, 9% free 10428K/11335K, paused 19ms
06-19 14:48:57.118 10287 10289 D dalvikvm: GC_CONCURRENT freed 384K, 7% free 10555K/11335K, paused 2ms+2ms
06-19 14:48:57.173 10287 10289 D dalvikvm: GC_CONCURRENT freed 519K, 8% free 10430K/11335K, paused 2ms+2ms
06-19 14:48:57.219 10287 10289 D dalvikvm: GC_CONCURRENT freed 284K, 7% free 10628K/11335K, paused 1ms+2ms
06-19 14:48:57.259 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 598K, 9% free 10395K/11335K, paused 18ms
06-19 14:48:57.305 10287 10289 D dalvikvm: GC_CONCURRENT freed 336K, 7% free 10566K/11335K, paused 1ms+3ms
06-19 14:48:57.368 10287 10289 D dalvikvm: GC_CONCURRENT freed 533K, 7% free 10550K/11335K, paused 2ms+3ms
06-19 14:48:57.419 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 404K, 8% free 10444K/11335K, paused 22ms
06-19 14:48:57.469 10287 10289 D dalvikvm: GC_CONCURRENT freed 372K, 7% free 10569K/11335K, paused 2ms+3ms
06-19 14:48:57.528 10287 10289 D dalvikvm: GC_CONCURRENT freed 557K, 8% free 10526K/11335K, paused 2ms+2ms
06-19 14:48:57.591 10287 10289 D dalvikvm: GC_CONCURRENT freed 417K, 7% free 10570K/11335K, paused 2ms+2ms
06-19 14:48:57.653 10287 10289 D dalvikvm: GC_CONCURRENT freed 574K, 8% free 10471K/11335K, paused 2ms+2ms
06-19 14:48:57.700 10287 10289 D dalvikvm: GC_CONCURRENT freed 390K, 7% free 10577K/11335K, paused 1ms+2ms
06-19 14:48:57.759 10287 10289 D dalvikvm: GC_CONCURRENT freed 603K, 8% free 10468K/11335K, paused 2ms+2ms
06-19 14:48:57.825 10287 10289 D dalvikvm: GC_CONCURRENT freed 496K, 8% free 10480K/11335K, paused 2ms+2ms
06-19 14:48:57.891 10287 10289 D dalvikvm: GC_CONCURRENT freed 520K, 8% free 10464K/11335K, paused 1ms+2ms
06-19 14:48:58.001 10287 10289 D dalvikvm: GC_CONCURRENT freed 420K, 7% free 10552K/11335K, paused 1ms+3ms
06-19 14:48:58.098 10287 10289 D dalvikvm: GC_CONCURRENT freed 588K, 8% free 10474K/11335K, paused 2ms+3ms
06-19 14:48:58.188 10287 10289 D dalvikvm: GC_CONCURRENT freed 531K, 8% free 10449K/11335K, paused 2ms+2ms
06-19 14:48:58.270 10287 10289 D dalvikvm: GC_CONCURRENT freed 220K, 6% free 10741K/11335K, paused 2ms+2ms
06-19 14:48:58.360 10287 10289 D dalvikvm: GC_CONCURRENT freed 835K, 9% free 10469K/11399K, paused 1ms+3ms
06-19 14:48:58.438 10287 10289 D dalvikvm: GC_CONCURRENT freed 466K, 8% free 10514K/11399K, paused 2ms+3ms
06-19 14:48:58.512 10287 10289 D dalvikvm: GC_CONCURRENT freed 343K, 7% free 10683K/11399K, paused 1ms+3ms
06-19 14:48:58.594 10287 10289 D dalvikvm: GC_CONCURRENT freed 589K, 7% free 10649K/11399K, paused 2ms+3ms
06-19 14:48:58.688 10287 10289 D dalvikvm: GC_CONCURRENT freed 629K, 8% free 10562K/11399K, paused 2ms+3ms
06-19 14:48:58.770 10287 10289 D dalvikvm: GC_CONCURRENT freed 587K, 9% free 10465K/11399K, paused 2ms+3ms
06-19 14:48:58.852 10287 10289 D dalvikvm: GC_CONCURRENT freed 339K, 7% free 10637K/11399K, paused 2ms+3ms
06-19 14:48:58.938 10287 10289 D dalvikvm: GC_CONCURRENT freed 523K, 7% free 10654K/11399K, paused 2ms+4ms
06-19 14:48:59.024 10287 10289 D dalvikvm: GC_CONCURRENT freed 652K, 8% free 10544K/11399K, paused 2ms+3ms
06-19 14:48:59.098 10287 10289 D dalvikvm: GC_CONCURRENT freed 368K, 7% free 10647K/11399K, paused 1ms+3ms
06-19 14:48:59.177 10287 10289 D dalvikvm: GC_CONCURRENT freed 541K, 7% free 10648K/11399K, paused 1ms+3ms
06-19 14:48:59.262 10287 10289 D dalvikvm: GC_CONCURRENT freed 651K, 8% free 10536K/11399K, paused 2ms+2ms
06-19 14:48:59.341 10287 10289 D dalvikvm: GC_CONCURRENT freed 386K, 7% free 10662K/11399K, paused 2ms+2ms
06-19 14:48:59.423 10287 10289 D dalvikvm: GC_CONCURRENT freed 568K, 7% free 10627K/11399K, paused 2ms+3ms
06-19 14:48:59.505 10287 10289 D dalvikvm: GC_CONCURRENT freed 638K, 8% free 10524K/11399K, paused 1ms+2ms
06-19 14:48:59.583 10287 10289 D dalvikvm: GC_CONCURRENT freed 385K, 7% free 10651K/11399K, paused 2ms+3ms
06-19 14:48:59.665 10287 10289 D dalvikvm: GC_CONCURRENT freed 648K, 8% free 10548K/11399K, paused 1ms+3ms
06-19 14:48:59.743 10287 10289 D dalvikvm: GC_CONCURRENT freed 385K, 7% free 10674K/11399K, paused 1ms+3ms
06-19 14:48:59.821 10287 10289 D dalvikvm: GC_CONCURRENT freed 720K, 8% free 10506K/11399K, paused 2ms+2ms
06-19 14:48:59.903 10287 10289 D dalvikvm: GC_CONCURRENT freed 362K, 7% free 10656K/11399K, paused 2ms+3ms
06-19 14:48:59.981 10287 10289 D dalvikvm: GC_CONCURRENT freed 691K, 8% free 10510K/11399K, paused 2ms+3ms
06-19 14:49:00.098 10287 10289 D dalvikvm: GC_CONCURRENT freed 407K, 7% free 10615K/11399K, paused 2ms+3ms
06-19 14:49:00.184 10287 10289 D dalvikvm: GC_CONCURRENT freed 710K, 9% free 10435K/11399K, paused 2ms+2ms
06-19 14:49:00.243 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 302K, 9% free 10471K/11399K, paused 19ms
06-19 14:49:00.290 10287 10289 D dalvikvm: GC_CONCURRENT freed 387K, 8% free 10596K/11399K, paused 2ms+2ms
06-19 14:49:00.348 10287 10289 D dalvikvm: GC_CONCURRENT freed 656K, 9% free 10436K/11399K, paused 2ms+2ms
06-19 14:49:00.395 10287 10289 D dalvikvm: GC_CONCURRENT freed 493K, 9% free 10452K/11399K, paused 1ms+2ms
06-19 14:49:00.469 10287 10289 D dalvikvm: GC_CONCURRENT freed 364K, 8% free 10581K/11399K, paused 2ms+3ms
06-19 14:49:00.532 10287 10289 D dalvikvm: GC_CONCURRENT freed 592K, 9% free 10442K/11399K, paused 2ms+2ms
06-19 14:49:00.583 10287 10289 D dalvikvm: GC_CONCURRENT freed 514K, 9% free 10438K/11399K, paused 2ms+2ms
06-19 14:49:00.634 10287 10289 D dalvikvm: GC_CONCURRENT freed 470K, 9% free 10442K/11399K, paused 2ms+2ms
06-19 14:49:00.692 10287 10289 D dalvikvm: GC_CONCURRENT freed 354K, 8% free 10593K/11399K, paused 2ms+2ms
06-19 14:49:00.755 10287 10289 D dalvikvm: GC_CONCURRENT freed 390K, 7% free 10663K/11399K, paused 2ms+3ms
06-19 14:49:00.786 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 427K, 9% free 10456K/11399K, paused 21ms
06-19 14:49:00.837 10287 10289 D dalvikvm: GC_CONCURRENT freed 248K, 7% free 10640K/11399K, paused 2ms+3ms
06-19 14:49:00.899 10287 10289 D dalvikvm: GC_CONCURRENT freed 522K, 7% free 10646K/11399K, paused 2ms+2ms
06-19 14:49:00.942 10287 10289 D dalvikvm: GC_CONCURRENT freed 518K, 8% free 10582K/11399K, paused 2ms+2ms
06-19 14:49:01.001 10287 10289 D dalvikvm: GC_CONCURRENT freed 491K, 7% free 10603K/11399K, paused 1ms+3ms
06-19 14:49:01.044 10287 10289 D dalvikvm: GC_CONCURRENT freed 687K, 9% free 10418K/11399K, paused 1ms+2ms
06-19 14:49:01.091 10287 10289 D dalvikvm: GC_CONCURRENT freed 240K, 7% free 10690K/11399K, paused 2ms+2ms
06-19 14:49:01.130 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 449K, 9% free 10463K/11399K, paused 19ms
06-19 14:49:01.173 10287 10289 D dalvikvm: GC_CONCURRENT freed 382K, 8% free 10569K/11399K, paused 2ms+2ms
06-19 14:49:01.219 10287 10289 D dalvikvm: GC_CONCURRENT freed 628K, 9% free 10429K/11399K, paused 2ms+2ms
06-19 14:49:01.282 10287 10289 D dalvikvm: GC_CONCURRENT freed 231K, 7% free 10700K/11399K, paused 2ms+3ms
06-19 14:49:01.325 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 624K, 9% free 10472K/11399K, paused 19ms
06-19 14:49:01.368 10287 10289 D dalvikvm: GC_CONCURRENT freed 375K, 8% free 10598K/11399K, paused 2ms+2ms
06-19 14:49:01.415 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 494K, 9% free 10455K/11399K, paused 19ms
06-19 14:49:01.466 10287 10289 D dalvikvm: GC_CONCURRENT freed 266K, 7% free 10701K/11399K, paused 1ms+3ms
06-19 14:49:01.520 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 665K, 9% free 10463K/11399K, paused 19ms
06-19 14:49:01.548 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 313K, 9% free 10464K/11399K, paused 19ms
06-19 14:49:01.591 10287 10289 D dalvikvm: GC_CONCURRENT freed 337K, 7% free 10639K/11399K, paused 2ms+2ms
06-19 14:49:01.653 10287 10289 D dalvikvm: GC_CONCURRENT freed 627K, 8% free 10535K/11399K, paused 2ms+2ms
06-19 14:49:01.712 10287 10289 D dalvikvm: GC_CONCURRENT freed 539K, 8% free 10497K/11399K, paused 2ms+3ms
06-19 14:49:01.782 10287 10289 D dalvikvm: GC_CONCURRENT freed 467K, 8% free 10533K/11399K, paused 2ms+2ms
06-19 14:49:01.844 10287 10289 D dalvikvm: GC_CONCURRENT freed 481K, 8% free 10528K/11399K, paused 1ms+2ms
06-19 14:49:01.899 10287 10289 D dalvikvm: GC_CONCURRENT freed 376K, 7% free 10663K/11399K, paused 2ms+2ms
06-19 14:49:01.962 10287 10289 D dalvikvm: GC_CONCURRENT freed 716K, 9% free 10443K/11399K, paused 2ms+2ms
06-19 14:49:02.016 10287 10289 D dalvikvm: GC_CONCURRENT freed 394K, 8% free 10560K/11399K, paused 2ms+2ms
06-19 14:49:02.087 10287 10289 D dalvikvm: GC_CONCURRENT freed 505K, 8% free 10565K/11399K, paused 2ms+2ms
06-19 14:49:02.114 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 154K, 9% free 10455K/11399K, paused 21ms
06-19 14:49:02.165 10287 10289 D dalvikvm: GC_CONCURRENT freed 480K, 9% free 10481K/11399K, paused 2ms+2ms
06-19 14:49:02.223 10287 10289 D dalvikvm: GC_CONCURRENT freed 296K, 7% free 10674K/11399K, paused 2ms+2ms
06-19 14:49:02.251 10287 10713 D dalvikvm: GC_FOR_ALLOC freed 434K, 9% free 10446K/11399K, paused 19ms
06-19 14:49:02.305 10287 10289 D dalvikvm: GC_CONCURRENT freed 525K, 9% free 10432K/11399K, paused 2ms+3ms
06-19 14:49:02.364 10287 10289 D dalvikvm: GC_CONCURRENT freed 369K, 8% free 10575K/11399K, paused 2ms+2ms
06-19 14:49:02.427 10287 10289 D dalvikvm: GC_CONCURRENT freed 639K, 9% free 10452K/11399K, paused 2ms+2ms
06-19 14:49:02.477 10287 10289 D dalvikvm: GC_CONCURRENT freed 542K, 9% free 10419K/11399K, paused 2ms+2ms
06-19 14:49:02.532 10287 10289 D dalvikvm: GC_CONCURRENT freed 366K, 8% free 10554K/11399K, paused 2ms+2ms
06-19 14:49:02.594 10287 10289 D dalvikvm: GC_CONCURRENT freed 564K, 8% free 10502K/11399K, paused 2ms+2ms
