04-23 21:51:16.148 19618 19620 D dalvikvm: GC_CONCURRENT freed 423K, 10% free 9891K/10951K, paused 2ms+2ms
04-23 21:51:16.215 19618 19620 D dalvikvm: GC_CONCURRENT freed 392K, 10% free 9923K/10951K, paused 3ms+2ms
04-23 21:51:16.258 19618 19620 D dalvikvm: GC_CONCURRENT freed 351K, 9% free 10050K/10951K, paused 2ms+4ms
04-23 21:51:16.289 19618  7860 D dalvikvm: GC_FOR_ALLOC freed 472K, 10% free 9958K/10951K, paused 16ms
04-23 21:51:16.340 19618 19620 D dalvikvm: GC_CONCURRENT freed 274K, 8% free 10131K/10951K, paused 2ms+2ms
04-23 21:51:16.582 19618  7860 D dalvikvm: GC_EXPLICIT freed 337K, 10% free 9943K/10951K, paused 2ms+3ms
04-24 00:07:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:07:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:07:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:07:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:07:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:07:44.082  4972  4975 D dalvikvm: GC_CONCURRENT freed 411K, 15% free 9208K/10823K, paused 2ms+2ms
04-24 00:08:06.250  8478  8500 I ProtocolHandler: [chromesync#1604387069] Batching initialize message for client: AcquireToken, com.google.protos.ipc.invalidation.ClientProtocol$InitializeMessage@413277a8
04-24 00:09:11.769 19618  8534 W Gmail   : Successful index run, cancel next scheduled index run
04-24 00:09:21.683  8478  8500 I ProtocolHandler: [chromesync#1604387069] Batching initialize message for client: AcquireToken, com.google.protos.ipc.invalidation.ClientProtocol$InitializeMessage@4139a4b0
04-24 00:09:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:09:44.101  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:09:44.101  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:09:44.101  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:09:44.101  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:11:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:11:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:11:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:11:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:11:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:11:47.762  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:11:47.769  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 00:11:47.844  4972  4975 D dalvikvm: GC_CONCURRENT freed 446K, 15% free 9265K/10823K, paused 2ms+5ms
04-24 00:11:47.863  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 00:11:47.863  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 00:11:47.871  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 00:11:47.871  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:11:47.875  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 00:11:47.875  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:11:47.875  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:11:47.879  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 00:11:47.879  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:11:47.883  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 94
04-24 00:11:47.883  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:11:47.887  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 00:11:47.887  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:13:13.527   145  8981 D dalvikvm: GC_EXPLICIT freed 1354K, 19% free 16035K/19783K, paused 3ms+7ms
04-24 00:13:13.562 19618  8563 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508177, normalSync: true
04-24 00:13:14.926 19618 19620 D dalvikvm: GC_CONCURRENT freed 355K, 11% free 9811K/10951K, paused 2ms+3ms
04-24 00:13:15.668 19618 19620 D dalvikvm: GC_CONCURRENT freed 440K, 11% free 9759K/10951K, paused 9ms+2ms
04-24 00:13:15.703 19618  8563 D dalvikvm: GC_EXPLICIT freed 22K, 12% free 9741K/10951K, paused 2ms+3ms
04-24 00:13:15.715 19618  8563 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508215, normalSync: true
04-24 00:13:15.726 19618  8563 W Gmail   : Scheduling index for 300000 ms from now
04-24 00:13:15.746 19618  8563 I Gmail   : Sending notification intent: Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://gmail-ls/unread/^i (has extras) }
04-24 00:13:15.769 19618  8563 I Gmail   : Sending notification intent: Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://gmail-ls/unread/^iim (has extras) }
04-24 00:13:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:13:44.062  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:13:44.062  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:13:44.062  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:13:44.062  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:15:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:15:44.070  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:15:44.070  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:15:44.070  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:15:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:16:47.898  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:16:47.902  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 00:16:47.957  4972  4975 D dalvikvm: GC_CONCURRENT freed 523K, 15% free 9254K/10823K, paused 2ms+5ms
04-24 00:16:47.973  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 00:16:47.973  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 00:16:47.980  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 00:16:47.980  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:16:47.984  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 00:16:47.984  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:16:47.984  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:16:47.988  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 00:16:47.988  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:16:47.996  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 00:16:47.996  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:16:47.996  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 00:16:47.996  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:17:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:17:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:17:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:17:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:17:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:19:06.523  8478  8500 I ProtocolHandler: [chromesync#1604387069] Batching initialize message for client: AcquireToken, com.google.protos.ipc.invalidation.ClientProtocol$InitializeMessage@41380bf8
04-24 00:19:08.324  8478  8480 D dalvikvm: GC_CONCURRENT freed 479K, 6% free 9493K/10055K, paused 10ms+2ms
04-24 00:19:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:19:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:19:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:19:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:19:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:21:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:21:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:21:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:21:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:21:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:21:44.082  4972  4975 D dalvikvm: GC_CONCURRENT freed 444K, 15% free 9206K/10823K, paused 2ms+2ms
04-24 00:21:48.016  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:21:48.023  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 00:21:48.066  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 00:21:48.070  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 00:21:48.078  4972  4975 D dalvikvm: GC_CONCURRENT freed 455K, 15% free 9263K/10823K, paused 2ms+2ms
04-24 00:21:48.082  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 00:21:48.086  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:21:48.086  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 00:21:48.086  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:21:48.090  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:21:48.098  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 00:21:48.098  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:21:48.105  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 00:21:48.105  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:21:48.105  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 00:21:48.105  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:23:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:23:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:23:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:23:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:23:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:24:11.484  5054  5055 D dalvikvm: GC_CONCURRENT freed 449K, 6% free 10059K/10631K, paused 8ms+5ms
04-24 00:24:11.574 19618  8604 W Gmail   : Successful index run, cancel next scheduled index run
04-24 00:25:28.383   494   496 D dalvikvm: GC_CONCURRENT freed 382K, 7% free 9805K/10503K, paused 24ms+2ms
04-24 00:25:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:25:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:25:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:25:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:25:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:26:48.105  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:26:48.129  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 00:26:48.180  4972  4975 D dalvikvm: GC_CONCURRENT freed 514K, 15% free 9257K/10823K, paused 2ms+3ms
04-24 00:26:48.187  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 00:26:48.187  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 00:26:48.199  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 00:26:48.199  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:26:48.203  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 00:26:48.203  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:26:48.207  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:26:48.207  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 00:26:48.207  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:26:48.215  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 00:26:48.215  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:26:48.215  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 00:26:48.215  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:27:06.820  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:27:06.828  4972  8612 I PhoneLab-PeriodicCheckService: User info is synched
04-24 00:27:06.828  4972  8612 I PhoneLab-PeriodicCheckService: Logger Service is running
04-24 00:27:06.832  4972  8612 I PhoneLab-Locks: wake lock acquired
04-24 00:27:06.832  4972  4972 I PhoneLab-UploadLogs: Transfering log files now
04-24 00:27:06.832  4972  4972 I PhoneLab-UploadLogs: No log files to transfer
04-24 00:27:06.832  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:27:06.836  4972  4972 I PhoneLab-UploadLogs: OnStartCommand
04-24 00:27:06.836  4972  8612 I PhoneLab-PeriodicCheckService: Rescheduling periodic checking...
04-24 00:27:06.836  4972  8612 I PhoneLab-Locks: wake lock released
04-24 00:27:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:27:44.062  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:27:44.066  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:27:44.066  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:27:44.066  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:29:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:29:44.066  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:29:44.066  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:29:44.066  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:29:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:31:00.012   145   162 I ActivityManager: No longer want com.android.sprintmenu (pid 7243): hidden #16
04-24 00:31:00.070   145   528 W ActivityManager: Scheduling restart of crashed service com.android.sprintmenu/.HiddenPhoneService in 5000ms
04-24 00:31:05.101   145   162 I ActivityManager: Start proc com.android.sprintmenu for service com.android.sprintmenu/.HiddenPhoneService: pid=8617 uid=1001 gids={3002, 3001, 3003, 1015}
04-24 00:31:05.133    79    79 D dalvikvm: GC_EXPLICIT freed 38K, 4% free 9029K/9347K, paused 2ms+2ms
04-24 00:31:05.172    79    79 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9029K/9347K, paused 7ms+5ms
04-24 00:31:05.195    79    79 D dalvikvm: GC_EXPLICIT freed <1K, 4% free 9029K/9347K, paused 1ms+2ms
04-24 00:31:23.848   270   803 I EventLogService: Aggregate from 1335240083761 (log), 1335240083761 (data)
04-24 00:31:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:31:44.062  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:31:44.066  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:31:44.066  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:31:44.066  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:31:48.238  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:31:48.250  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 00:31:48.293  4972  4975 D dalvikvm: GC_CONCURRENT freed 520K, 15% free 9247K/10823K, paused 2ms+3ms
04-24 00:31:48.320  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 00:31:48.320  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 00:31:48.324  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 00:31:48.328  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:31:48.328  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 00:31:48.328  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:31:48.332  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:31:48.332  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 00:31:48.332  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:31:48.340  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 00:31:48.340  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:31:48.340  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 00:31:48.340  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:33:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:33:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:33:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:33:44.082  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:33:44.082  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:33:44.094  4972  4975 D dalvikvm: GC_CONCURRENT freed 440K, 16% free 9192K/10823K, paused 2ms+2ms
04-24 00:35:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:35:44.062  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:35:44.062  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:35:44.066  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:35:44.066  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 00:36:00.156   145   147 D dalvikvm: GC_CONCURRENT freed 1595K, 19% free 16072K/19783K, paused 3ms+7ms
04-24 00:36:21.070 19618  8663 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508215, normalSync: true
04-24 00:36:21.144 18338 18339 D dalvikvm: GC_CONCURRENT freed 425K, 6% free 9432K/9991K, paused 1ms+3ms
04-24 00:36:22.941 19618 19620 D dalvikvm: GC_CONCURRENT freed 359K, 11% free 9790K/10951K, paused 12ms+3ms
04-24 00:36:23.019 19618  8663 D dalvikvm: GC_EXPLICIT freed 118K, 12% free 9741K/10951K, paused 3ms+3ms
04-24 00:36:23.027 19618  8663 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508222, normalSync: true
04-24 00:36:23.918 19618  8663 D dalvikvm: GC_EXPLICIT freed 247K, 11% free 9775K/10951K, paused 2ms+3ms
04-24 00:36:23.926 19618  8663 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508223, normalSync: true
04-24 00:36:23.937 19618  8663 W Gmail   : Scheduling index for 300000 ms from now
04-24 00:36:48.351  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:36:48.355  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 00:36:48.418  4972  4975 D dalvikvm: GC_CONCURRENT freed 382K, 14% free 9312K/10823K, paused 1ms+5ms
04-24 00:36:48.422  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 00:36:48.422  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 00:36:48.430  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 00:36:48.430  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:36:48.433  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 00:36:48.433  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:36:48.433  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:36:48.437  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 00:36:48.437  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 00:36:48.449  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 00:36:48.449  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:36:48.449  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 00:36:48.449  4972  4972 I PhoneLab-Locks: wake lock released
04-24 00:37:44.012  4972  4985 I PhoneLab-: Service Running
04-24 00:37:44.062  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 00:37:44.062  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 00:37:44.062  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 00:37:44.062  4972  4985 I PhoneLab-LoggerService: Checking Threshold
