06-27 17:30:14.722 11775 11789 D PicasaPhotoCP: set fsid first time:-1
06-27 17:30:14.867 11775 11794 D PicasaSync: sync account database
06-27 17:30:14.917 11795 11795 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-27 17:30:14.925 11795 11795 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-27 17:30:14.996 11795 11795 V /ContextScope.java:112: 17:30:14.997 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@4135dc30: com.google.android.apps.docs.editors.EditorsApplication@4135dc30
06-27 17:30:15.101 11795 11797 D dalvikvm: GC_CONCURRENT freed 226K, 4% free 9310K/9607K, paused 6ms+2ms
06-27 17:30:15.281 11795 11797 D dalvikvm: GC_CONCURRENT freed 500K, 6% free 9355K/9927K, paused 1ms+2ms
06-27 17:30:15.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:15.449 11795 11797 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9378K/9991K, paused 2ms+6ms
06-27 17:30:15.550 11775 11794 D PicasaSync: accounts in DB=1
06-27 17:30:15.566 11795 11797 D dalvikvm: GC_CONCURRENT freed 472K, 6% free 9417K/9991K, paused 2ms+3ms
06-27 17:30:15.718  5975  5976 D dalvikvm: GC_CONCURRENT freed 1925K, 26% free 17896K/24071K, paused 9ms+5ms
06-27 17:30:15.746 11795 11797 D dalvikvm: GC_CONCURRENT freed 544K, 7% free 9436K/10055K, paused 2ms+3ms
06-27 17:30:15.812 11775 11794 D PicasaSyncManager: active network: NetworkInfo: type: mobile[CDMA - EvDo rev. A], state: CONNECTED/CONNECTED, reason: (unspecified), extra: , roaming: false, failover: true, isAvailable: true
06-27 17:30:15.875 11795 11797 D dalvikvm: GC_CONCURRENT freed 469K, 6% free 9478K/10055K, paused 2ms+6ms
06-27 17:30:15.968 11775 11794 D PicasaSyncManager: background data: true
06-27 17:30:15.992   142   173 I power   : *** set_screen_state 1
06-27 17:30:16.066 11795 11797 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9505K/10119K, paused 1ms+5ms
06-27 17:30:16.101   142   173 I WindowManager: Lock screen displayed!
06-27 17:30:16.183    79   119 D SurfaceFlinger: Screen about to return, flinger = 0xf1b918
06-27 17:30:16.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:16.332 11795 11797 D dalvikvm: GC_CONCURRENT freed 425K, 6% free 9591K/10119K, paused 2ms+3ms
06-27 17:30:16.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:16.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:16.566  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:16.609 11795 11797 D dalvikvm: GC_CONCURRENT freed 440K, 6% free 9673K/10183K, paused 1ms+3ms
06-27 17:30:17.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:17.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:17.066  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:17.093 11795 11797 D dalvikvm: GC_CONCURRENT freed 503K, 6% free 9759K/10311K, paused 3ms+13ms
06-27 17:30:17.132   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK >
06-27 17:30:17.144    82   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
06-27 17:30:17.144    82   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
06-27 17:30:17.238   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info back* home* recent clock* >
06-27 17:30:17.242   212   212 V PhoneStatusBar: setLightsOn(true)
06-27 17:30:17.320   368  1299 D NfcService: NFC-C ON
06-27 17:30:17.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:17.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:17.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:17.578  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:17.671 11795 11797 D dalvikvm: GC_CONCURRENT freed 511K, 6% free 9789K/10375K, paused 7ms+3ms
06-27 17:30:17.894 11795 11797 D dalvikvm: GC_CONCURRENT freed 524K, 6% free 9772K/10375K, paused 2ms+3ms
06-27 17:30:17.929 11795 11795 D /Ln.java:220: 17:30:17.934 main Configuring Logging, minimum log level is INFO
06-27 17:30:17.968 11795 11795 D DocListDatabase: openHelper points on new database: DocList.db
06-27 17:30:17.968 11795 11795 D DocListDatabase: in openWriteDatabase
06-27 17:30:18.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:18.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:18.031  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:18.066   310   310 I wpa_supplicant: wlan0: Authentication with 58:35:d9:38:bc:11 timed out.
06-27 17:30:18.066   310   310 D wpa_supplicant: Added BSSID 58:35:d9:38:bc:11 into blacklist
06-27 17:30:18.066   310   310 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->0 (DORMANT)
06-27 17:30:18.066   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=5
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: External notification - portEnabled=0
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: External notification - portValid=0
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:18.078 11795 11795 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-27 17:30:18.078 11795 11795 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-27 17:30:18.078 11795 11795 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-27 17:30:51.988   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:30:52.007   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -74  len = 19, 19
06-27 17:30:52.007   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:30:52.011   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 65 len = 12, 12
06-27 17:30:52.011   142   198 D ConnectivityService: ConnectivityChange for WIFI: CONNECTED/CONNECTED
06-27 17:30:52.011   142   198 D ConnectivityService: Policy requires mobile teardown
06-27 17:30:52.042  6031  6031 I PhoneLab-WiFiReceiver: Wi-Fi is connected!
06-27 17:30:52.042  6031  6031 I PhoneLab-WiFiReceiver: SSID: UB_Secure BSSID: d0:c2:82:66:67:31 RSSI: -74 LinkSpeed: 65
06-27 17:30:52.085   142   198 D ConnectivityService: ConnectivityChange for mobile: DISCONNECTED/DISCONNECTED
06-27 17:30:52.085   142   198 D ConnectivityService: Attempting to switch to WIFI
06-27 17:30:52.128   142   198 D ConnectivityService: Attempting to switch to WIMAX
06-27 17:30:52.128   142   198 D ConnectivityService: Attempting to switch to BLUETOOTH_TETHER
06-27 17:30:52.136   142   198 D NetUtils: android_net_utils_resetConnections in env=0x1581170 clazz=0xa5500001 iface=rmnet0 mask=0x3
06-27 17:30:52.136   142   198 D ConnectivityService: resetConnections(rmnet0, 3)
06-27 17:30:52.179   142   193 W NetworkStats: dropping UID delta from unknown iface: iface=wlan0 uid=0 set=DEFAULT tag=0x0 rxBytes=100 rxPackets=2 txBytes=140 txPackets=2 operations=0
06-27 17:30:52.199   212   214 D dalvikvm: GC_CONCURRENT freed 462K, 66% free 9933K/28935K, paused 2ms+6ms
06-27 17:30:52.324   212   214 D dalvikvm: GC_CONCURRENT freed 558K, 67% free 9797K/28935K, paused 1ms+11ms
06-27 17:30:52.453 10019 11832 W Smack/Packet: notify conn break (IOEx), close connection
06-27 17:30:52.625 10019 11832 I qtaguid : Failed write_ctrl(u 83) res=-1 errno=22
06-27 17:30:52.625 10019 11832 I qtaguid : Untagging socket 83 failed errno=-22
06-27 17:30:52.625 10019 11832 W NetworkManagementSocketTagger: untagSocket(83) failed with errno -22
06-27 17:30:52.656   142   198 D ConnectivityService: handleInetConditionChange: net=0 != default=1 - ignore
06-27 17:30:53.527   310   310 D wpa_supplicant: Ignore event for foreign ifindex 2
06-27 17:30:55.042   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:30:55.058   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -78  len = 19, 19
06-27 17:30:55.058   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:30:55.058   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 65 len = 12, 12
06-27 17:30:55.078   142  2329 I ActivityManager: Process com.google.android.apps.docs (pid 11795) has died.
06-27 17:30:55.089   142   202 D Tethering: MasterInitialState.processMessage what=3
06-27 17:30:55.156   142   202 D Tethering: MasterInitialState.processMessage what=3
06-27 17:30:55.164   142   202 D Tethering: MasterInitialState.processMessage what=3
06-27 17:30:55.164 10019 10019 I GTalkService/c: [AndroidEndpoint@1094080344] connect: acct=1000000, state=CONNECTING
06-27 17:30:55.171 10019 10019 I GTalkService/c: [GTalkConnection@1094424448] connect: acct=1, state=CONNECTING
06-27 17:30:55.300 11658 11658 I MediaUploader: No need to wake up
06-27 17:30:55.316  4890  4893 D dalvikvm: GC_CONCURRENT freed 489K, 8% free 9329K/10055K, paused 10ms+2ms
06-27 17:30:55.406   142  1213 I ActivityManager: Start proc com.google.android.apps.docs for broadcast com.google.android.apps.docs/.receivers.NetworkChangeReceiver: pid=11893 uid=10078 gids={3003, 1015, 1006}
06-27 17:30:55.421 11775 11794 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-27 17:30:55.429 11775 11794 D PicasaSyncManager: background data: true
06-27 17:30:55.464  4890  4893 D dalvikvm: GC_CONCURRENT freed 404K, 8% free 9312K/10055K, paused 14ms+3ms
06-27 17:30:55.574 11893 11893 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-27 17:30:55.578 11893 11893 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-27 17:30:55.660 11893 11893 V /ContextScope.java:112: 17:30:55.658 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@4135f850: com.google.android.apps.docs.editors.EditorsApplication@4135f850
06-27 17:30:55.742 11893 11895 D dalvikvm: GC_CONCURRENT freed 227K, 4% free 9309K/9607K, paused 2ms+3ms
06-27 17:30:55.898 11893 11895 D dalvikvm: GC_CONCURRENT freed 486K, 6% free 9369K/9927K, paused 2ms+3ms
06-27 17:30:56.027 11893 11895 D dalvikvm: GC_CONCURRENT freed 551K, 7% free 9366K/9991K, paused 2ms+2ms
06-27 17:30:56.093 10019 10021 D dalvikvm: GC_CONCURRENT freed 451K, 6% free 10187K/10759K, paused 2ms+18ms
06-27 17:30:56.128 11893 11895 D dalvikvm: GC_CONCURRENT freed 468K, 6% free 9410K/9991K, paused 2ms+2ms
06-27 17:30:56.222 11893 11895 D dalvikvm: GC_CONCURRENT freed 544K, 7% free 9436K/10055K, paused 2ms+3ms
06-27 17:30:56.308 11893 11895 D dalvikvm: GC_CONCURRENT freed 470K, 6% free 9477K/10055K, paused 2ms+3ms
06-27 17:30:56.410 11893 11895 D dalvikvm: GC_CONCURRENT freed 537K, 7% free 9506K/10119K, paused 3ms+2ms
06-27 17:30:56.535 11893 11895 D dalvikvm: GC_CONCURRENT freed 434K, 6% free 9584K/10119K, paused 2ms+3ms
06-27 17:30:56.679 11893 11895 D dalvikvm: GC_CONCURRENT freed 429K, 5% free 9674K/10183K, paused 3ms+2ms
06-27 17:30:56.816 11893 11895 D dalvikvm: GC_CONCURRENT freed 522K, 6% free 9717K/10311K, paused 2ms+2ms
06-27 17:30:56.957 11893 11895 D dalvikvm: GC_CONCURRENT freed 414K, 6% free 9781K/10311K, paused 2ms+2ms
06-27 17:30:56.980   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=0
06-27 17:30:57.085 11893 11895 D dalvikvm: GC_CONCURRENT freed 512K, 6% free 9785K/10375K, paused 2ms+3ms
06-27 17:30:57.117 11893 11893 D /Ln.java:220: 17:30:57.121 main Configuring Logging, minimum log level is INFO
06-27 17:30:57.136 11893 11893 D DocListDatabase: openHelper points on new database: DocList.db
06-27 17:30:57.136 11893 11893 D DocListDatabase: in openWriteDatabase
06-27 17:30:57.164 11893 11893 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-27 17:30:57.164 11893 11893 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-27 17:30:57.164 11893 11893 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-27 17:30:57.164 11893 11893 W ND      : 	at NE.a(FinalizableReferenceQueue.java:253)
06-27 17:30:57.164 11893 11893 W ND      : 	at ND.a(FinalizableReferenceQueue.java:175)
06-27 17:30:57.164 11893 11893 W ND      : 	at ND.<clinit>(FinalizableReferenceQueue.java:100)
06-27 17:30:57.164 11893 11893 W ND      : 	at OT.<clinit>(MapMaker.java:787)
06-27 17:30:57.164 11893 11893 W ND      : 	at Ph.<init>(MapMaker.java:946)
06-27 17:30:57.164 11893 11893 W ND      : 	at Pb.a(MapMaker.java:312)
06-27 17:30:57.164 11893 11893 W ND      : 	at OX.a(MapMaker.java:498)
06-27 17:30:57.164 11893 11893 W ND      : 	at OX.a(MapMaker.java:419)
06-27 17:30:57.164 11893 11893 W ND      : 	at Nb.get(CustomConcurrentHashMap.java:2029)
06-27 17:30:57.164 11893 11893 W ND      : 	at MM.a(BytecodeGen.java:149)
06-27 17:30:57.164 11893 11893 W ND      : 	at MM.a(BytecodeGen.java:132)
06-27 17:30:57.164 11893 11893 W ND      : 	at MX.a(ConstructionContext.java:80)
06-27 17:30:57.164 11893 11893 W ND      : 	at KG.a(ConstructorInjector.java:70)
06-27 17:30:57.164 11893 11893 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-27 17:30:57.164 11893 11893 W ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-27 17:30:57.164 11893 11893 W ND      : 	at Li.a(InjectorImpl.java:811)
06-27 17:30:57.164 11893 11893 W ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-27 17:30:57.164 11893 11893 W ND      : 	at Mc.a(Scopes.java:54)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-27 17:30:57.164 11893 11893 W ND      : 	at KR.a(FactoryProxy.java:56)
06-27 17:30:57.164 11893 11893 W ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-27 17:30:57.164 11893 11893 W ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-27 17:30:57.164 11893 11893 W ND      : 	at KG.a(ConstructorInjector.java:84)
06-27 17:30:57.164 11893 11893 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-27 17:30:57.164 11893 11893 W ND      : 	at KR.a(FactoryProxy.java:56)
06-27 17:30:57.164 11893 11893 W ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-27 17:30:57.164 11893 11893 W ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-27 17:30:57.164 11893 11893 W ND      : 	at KG.a(ConstructorInjector.java:84)
06-27 17:30:57.164 11893 11893 W ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-27 17:30:57.164 11893 11893 W ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-27 17:30:57.164 11893 11893 W ND      : 	at Li.a(InjectorImpl.java:811)
06-27 17:30:57.164 11893 11893 W ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-27 17:30:57.164 11893 11893 W ND      : 	at Mc.a(Scopes.java:54)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lg.a(InjectorBuilder.java:200)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lg.a(InjectorBuilder.java:194)
06-27 17:30:57.164 11893 11893 W ND      : 	at Li.a(InjectorImpl.java:804)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lf.a(InjectorBuilder.java:194)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lf.b(InjectorBuilder.java:176)
06-27 17:30:57.164 11893 11893 W ND      : 	at Lf.a(InjectorBuilder.java:113)
06-27 17:30:57.164 11893 11893 W ND      : 	at KS.a(Guice.java:92)
06-27 17:30:57.164 11893 11893 W ND      : 	at roboguice.application.RoboApplication.b(RoboApplication.java:146)
06-27 17:30:57.164 11893 11893 W ND      : 	at roboguice.application.RoboApplication.a(RoboApplication.java:84)
06-27 17:30:57.164 11893 11893 W ND      : 	at com.google.android.apps.docs.GuiceContentProvider.a(GuiceContentProvider.java:36)
06-27 17:30:57.164 11893 11893 W ND      : 	at com.google.android.apps.docs.GuiceContentProvider.onCreate(GuiceContentProvider.java:27)
06-27 17:30:57.164 11893 11893 W ND      : 	at com.google.android.apps.docs.doclist.BaseSearchSuggestionProvider.onCreate(BaseSearchSuggestionProvider.java:88)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.content.ContentProvider.attachInfo(ContentProvider.java:944)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.app.ActivityThread.installProvider(ActivityThread.java:4237)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.app.ActivityThread.installContentProviders(ActivityThread.java:3992)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3946)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.os.Looper.loop(Looper.java:137)
06-27 17:30:57.164 11893 11893 W ND      : 	at android.app.ActivityThread.main(ActivityThread.java:4424)
06-27 17:30:57.164 11893 11893 W ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-27 17:30:57.164 11893 11893 W ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
06-27 17:30:57.164 11893 11893 W ND      : 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:784)
06-27 17:30:57.164 11893 11893 W ND      : 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:551)
06-27 17:30:57.164 11893 11893 W ND      : 	at dalvik.system.NativeStart.main(Native Method)
06-27 17:30:57.191 11893 11893 I ND      : Failed to start reference finalizer thread. Reference cleanup will only occur when new references are created.
06-27 17:30:57.191 11893 11893 I ND      : java.lang.reflect.InvocationTargetException
06-27 17:30:57.191 11893 11893 I ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-27 17:30:57.191 11893 11893 I ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
06-27 17:30:57.191 11893 11893 I ND      : 	at ND.<init>(FinalizableReferenceQueue.java:124)
06-27 17:30:57.191 11893 11893 I ND      : 	at OT.<clinit>(MapMaker.java:787)
06-27 17:30:57.191 11893 11893 I ND      : 	at Ph.<init>(MapMaker.java:946)
06-27 17:30:57.191 11893 11893 I ND      : 	at Pb.a(MapMaker.java:312)
06-27 17:30:57.191 11893 11893 I ND      : 	at OX.a(MapMaker.java:498)
06-27 17:30:57.191 11893 11893 I ND      : 	at OX.a(MapMaker.java:419)
06-27 17:30:57.191 11893 11893 I ND      : 	at Nb.get(CustomConcurrentHashMap.java:2029)
06-27 17:30:57.191 11893 11893 I ND      : 	at MM.a(BytecodeGen.java:149)
06-27 17:30:57.191 11893 11893 I ND      : 	at MM.a(BytecodeGen.java:132)
06-27 17:30:57.191 11893 11893 I ND      : 	at MX.a(ConstructionContext.java:80)
06-27 17:30:57.191 11893 11893 I ND      : 	at KG.a(ConstructorInjector.java:70)
06-27 17:30:57.191 11893 11893 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-27 17:30:57.191 11893 11893 I ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-27 17:30:57.191 11893 11893 I ND      : 	at Li.a(InjectorImpl.java:811)
06-27 17:30:57.191 11893 11893 I ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-27 17:30:57.191 11893 11893 I ND      : 	at Mc.a(Scopes.java:54)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-27 17:30:57.191 11893 11893 I ND      : 	at KR.a(FactoryProxy.java:56)
06-27 17:30:57.191 11893 11893 I ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-27 17:30:57.191 11893 11893 I ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-27 17:30:57.191 11893 11893 I ND      : 	at KG.a(ConstructorInjector.java:84)
06-27 17:30:57.191 11893 11893 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-27 17:30:57.191 11893 11893 I ND      : 	at KR.a(FactoryProxy.java:56)
06-27 17:30:57.191 11893 11893 I ND      : 	at Mi.a(SingleParameterInjector.java:42)
06-27 17:30:57.191 11893 11893 I ND      : 	at Mi.a(SingleParameterInjector.java:66)
06-27 17:30:57.191 11893 11893 I ND      : 	at KG.a(ConstructorInjector.java:84)
06-27 17:30:57.191 11893 11893 I ND      : 	at KF.a(ConstructorBindingImpl.java:111)
06-27 17:30:57.191 11893 11893 I ND      : 	at LU.a(ProviderToInternalFactoryAdapter.java:45)
06-27 17:30:57.191 11893 11893 I ND      : 	at Li.a(InjectorImpl.java:811)
06-27 17:30:57.191 11893 11893 I ND      : 	at LT.a(ProviderToInternalFactoryAdapter.java:42)
06-27 17:30:57.191 11893 11893 I ND      : 	at Mc.a(Scopes.java:54)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lz.a(InternalFactoryToProviderAdapter.java:48)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lg.a(InjectorBuilder.java:200)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lg.a(InjectorBuilder.java:194)
06-27 17:30:57.191 11893 11893 I ND      : 	at Li.a(InjectorImpl.java:804)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lf.a(InjectorBuilder.java:194)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lf.b(InjectorBuilder.java:176)
06-27 17:30:57.191 11893 11893 I ND      : 	at Lf.a(InjectorBuilder.java:113)
06-27 17:30:57.191 11893 11893 I ND      : 	at KS.a(Guice.java:92)
06-27 17:30:57.191 11893 11893 I ND      : 	at roboguice.application.RoboApplication.b(RoboApplication.java:146)
06-27 17:30:57.191 11893 11893 I ND      : 	at roboguice.application.RoboApplication.a(RoboApplication.java:84)
06-27 17:30:57.191 11893 11893 I ND      : 	at com.google.android.apps.docs.GuiceContentProvider.a(GuiceContentProvider.java:36)
06-27 17:30:57.191 11893 11893 I ND      : 	at com.google.android.apps.docs.GuiceContentProvider.onCreate(GuiceContentProvider.java:27)
06-27 17:30:57.191 11893 11893 I ND      : 	at com.google.android.apps.docs.doclist.BaseSearchSuggestionProvider.onCreate(BaseSearchSuggestionProvider.java:88)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.content.ContentProvider.attachInfo(ContentProvider.java:944)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.app.ActivityThread.installProvider(ActivityThread.java:4237)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.app.ActivityThread.installContentProviders(ActivityThread.java:3992)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:3946)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.app.ActivityThread.access$1300(ActivityThread.java:123)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1185)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.os.Looper.loop(Looper.java:137)
06-27 17:30:57.191 11893 11893 I ND      : 	at android.app.ActivityThread.main(ActivityThread.java:4424)
06-27 17:30:57.191 11893 11893 I ND      : 	at java.lang.reflect.Method.invokeNative(Native Method)
06-27 17:30:57.191 11893 11893 I ND      : 	at java.lang.reflect.Method.invoke(Method.java:511)
06-27 17:30:57.191 11893 11893 I ND      : 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:784)
06-27 17:30:57.191 11893 11893 I ND      : 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:551)
06-27 17:30:57.191 11893 11893 I ND      : 	at dalvik.system.NativeStart.main(Native Method)
06-27 17:30:57.191 11893 11893 I ND      : Caused by: java.lang.IllegalArgumentException: Expected com.google.inject.internal.FinalizableReference.
06-27 17:30:57.191 11893 11893 I ND      : 	at NK.startFinalizer(Finalizer.java:77)
06-27 17:30:57.191 11893 11893 I ND      : 	... 60 more
06-27 17:30:57.218 11893 11895 D dalvikvm: GC_CONCURRENT freed 452K, 6% free 9844K/10375K, paused 6ms+3ms
06-27 17:30:57.300 11893 11893 I ActivityThread: Pub com.google.android.apps.docs.doclist.account_suggest: com.google.android.apps.docs.doclist.DocListAccountSuggestionProvider
06-27 17:30:57.308 11893 11893 I ActivityThread: Pub com.google.android.apps.docs: com.google.android.apps.docs.providers.DocListProvider
06-27 17:30:57.468 11658 11658 I MediaUploader: No need to wake up
06-27 17:30:57.582 11658 11658 I MediaUploader: No need to wake up
06-27 17:30:57.800 11893 11895 D dalvikvm: GC_CONCURRENT freed 442K, 6% free 9859K/10439K, paused 25ms+21ms
06-27 17:30:57.804 11775 11794 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-27 17:30:57.804 11775 11794 D PicasaSyncManager: background data: true
06-27 17:30:57.804 11775 11794 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-27 17:30:57.808 11775 11794 D PicasaSyncManager: background data: true
06-27 17:30:57.945 11739 11741 D dalvikvm: GC_CONCURRENT freed 381K, 6% free 9476K/9991K, paused 2ms+2ms
06-27 17:30:58.066   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-27 17:30:58.074   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -79  len = 19, 19
06-27 17:30:58.074   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-27 17:30:58.074   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 19 len = 12, 12
